versao;tipo;cnpj;passivoTotal;periodo;ativoTotal;ativoCirc;caixa;aplicacoesFin;disponivel;contasReceber;estoques;ativoLP;passivoCirc;passivoLP;dividaBruta;dividaLiq;patLiq;receitaBruta;cmv;lucroBruto;despesasOper;lucroOper;receitasDespesasFin;impostoRenda;lair;lucroLiq;dividendosPagos;jcp;total_shares;on_shares;pn_shares;ano;trimestre
1.0;1.0;33.042.730/0001-04;69678932000;2021.1T;69678932000;29770912000;13908238000;4282151000;18190389000;4219052000;5673189000;39908020000;16545529000;35858067000;52403596000;34213207000;17275336000;11913328000;-6178784000;5734544000;1442516000;7177060000;-201507000;-1278240000.0;6975553000;5697313000;0;0;1387524047;1387524047;0;2021;1
1.0;1.0;07.859.971/0001-30;15020635000;2021.1T;15020635000;2618436000;1021839000;0;1021839000;202379000;0;12402199000;895118000;7527306000;8422424000;7400585000;6598211000;908449000;-197049000;711400000;162644000;874044000;-183098000;-135094000.0;690946000;555852000;0;0;1033496721;590714069;442782652;2021;1
3.0;1.0;53.113.791/0001-22;5435297000;2021.1T;5435297000;3090775000;1100022000;92029000;1192051000;1788166000;0;2344522000;2197870000;534739000;2732609000;1540558000;2702688000;720256000;-222540000;497716000;-369802000;127914000;-7829000;-39440000.0;120085000;80645000;0;0;617183181;617183181;0;2021;1
1.0;1.0;33.256.439/0001-39;37471194000;2021.1T;37471194000;18419414000;3933203000;3553474000;7486677000;4305518000;4491697000;19051780000;9218602000;18289951000;27508553000;20021876000;9962641000;23950284000;-22234378000;1715906000;-1143774000;572132000;-333681000;-101021000.0;238451000;137430000;0;0;1115151608;1115151608;0;2021;1
2.0;1.0;50.746.577/0001-15;76957322000;2021.1T;76957322000;17083111000;7933170000;0;7933170000;2285407000;961975000;59874211000;7925276000;47392694000;55317970000;47384800000;21639352000;4715799000;-3369867000;1345932000;-297582000;1048350000;-381911000;41824000.0;666439000;708263000;3407000;0;1874070932;1874070932;0;2021;1
1.0;1.0;16.404.287/0001-55;104526468000;2021.1T;104526468000;18659212000;5334508000;4028038000;9362546000;3692928000;3989789000;85867256000;8979194000;90982933000;99962127000;90599581000;4564341000;8889166000;-4845034000;4044132000;-437201000;3606931000;-8667121000;2304931000.0;-5060190000;-2755259000;0;0;1361263584;1361263584;0;2021;1
1.0;1.0;09.346.601/0001-25;46194195000;2021.1T;46194195000;16882731000;1536454000;14089062000;15625516000;366144000;0;29311464000;9503959000;12332966000;21836925000;6211409000;24357270000;2396704000;0;2396704000;-659977000;1736727000;-43848000;-436852000.0;1692879000;1256027000;0;232500000;6099000000;6099000000;0;2021;1
1.0;1.0;07.689.002/0001-89;58728561000;2021.1T;58728561000;33631535000;6399389000;7340265000;13739654000;1145081000;14148230000;25097026000;13732508000;29075158000;42807666000;29068012000;15920895000;4452053000;-4030870000;421183000;-599997000;-178814000;-305251000;-6977000.0;-484065000;-491042000;0;0;740465044;740465044;0;2021;1
2.0;1.0;00.001.180/0001-26;177371873000;2021.1T;177371873000;43763449000;4075886000;14361903000;18437789000;5780563000;935649000;133608424000;24497422000;79799966000;104297388000;85859599000;73074485000;8208426000;-2938607000;5269819000;-1869543000;3400276000;-583771000;-1207366000.0;2816505000;1609139000;0;0;1568930910;1288842596;280088314;2021;1
2.0;1.0;61.079.117/0001-05;4846669000;2021.1T;4846669000;2714062000;924382000;5540000;929922000;773686000;796905000;2132607000;1237745000;471583000;1709328000;779406000;3137341000;901297000;-428566000;472731000;-335578000;137153000;31176000;-33479000.0;168329000;126182000;0;0;588062222;302010689;286051533;2021;1
1.0;1.0;84.429.695/0001-11;21161200000;2021.1T;21161200000;13360912000;3387742000;484369000;3872111000;3835893000;4376561000;7800288000;6488389000;2295565000;8783954000;4911843000;12377246000;5076879000;-3457140000;1619739000;-726557000;893182000;10535000;-124796000.0;903717000;778921000;0;70961000;4197317998;4197317998;0;2021;1
1.0;1.0;08.807.432/0001-10;9642667000;2021.1T;9642667000;3067964000;1278475000;771813000;2050288000;863149000;0;6574703000;1215810000;5169816000;6385626000;4335338000;3257041000;1082328000;-456834000;625494000;-466777000;158717000;-105455000;-10037000.0;53262000;43225000;0;0;309088851;309088851;0;2021;1
1.0;1.0;97.837.181/0001-47;11223423000;2021.1T;11223423000;3979630000;1262001000;0;1262001000;1314680000;1118733000;7243793000;2360786000;3837535000;6198321000;4936320000;5025102000;1768126000;-1161687000;606439000;-317280000;289159000;-19585000;-96875000.0;269574000;172699000;0;0;760962951;760962951;0;2021;1
2.0;1.0;00.864.214/0001-06;44928855000;2021.1T;44928855000;12635109000;1240489000;3834274000;5074763000;4058694000;140581000;32293746000;10506587000;26050747000;36557334000;31482571000;8371521000;5465430000;-4303818000;1161612000;-156031000;1005581000;103978000;-236222000.0;1109559000;873337000;0;0;1814642740;756010104;1058632636;2021;1
1.0;1.0;03.220.438/0001-73;42298314000;2021.1T;42298314000;14161312000;2491021000;4323636000;6814657000;6003255000;61687000;28137002000;7093572000;23114241000;30207813000;23393156000;12090501000;4140170000;-2913005000;1227165000;-401651000;825514000;-230661000;-142197000.0;594853000;452656000;9521000;0;1010539585;1010539585;0;2021;1
2.0;1.0;10.629.105/0001-68;9341748000;2021.1T;9341748000;4097287000;3185031000;77820000;3262851000;22568000;395781000;5244461000;2354059000;1652464000;4006523000;743672000;5335225000;655334000;-236531000;418803000;-102030000;316773000;-362048000;-20517000.0;-45275000;-65792000;0;0;882646385;882646385;0;2021;1
2.0;1.0;02.800.026/0001-40;29801907000;2021.1T;29801907000;8397075000;1485238000;1994992000;3480230000;1729599000;392080000;21404832000;9627525000;5970481000;15598006000;12117776000;14203901000;1105481000;-401336000;704145000;-655904000;48241000;-110611000;2054000.0;-62370000;-91172000;0;0;1876606210;1876606210;0;2021;1
1.0;1.0;33.611.500/0001-19;68020243000;2021.1T;68020243000;26217721000;4241872000;2760630000;7002502000;5137405000;11956742000;41802522000;11375088000;21950894000;33325982000;26323480000;34694261000;16342984000;-12546075000;3796909000;-239022000;3557887000;-270716000;-816635000.0;3287171000;2470536000;0;0;1719658728;573627483;1146031245;2021;1
1.0;1.0;02.558.157/0001-62;111251184000;2021.1T;111251184000;21898573000;6897933000;0;6897933000;8149685000;1012220000;89352611000;20534295000;20698300000;41232595000;34334662000;70018589000;10848939000;-5900471000;4948468000;-3396796000;1551672000;-314575000;-294962000.0;1237097000;942135000;0;420000000;1690984923;1690984923;0;2021;1
1.0;1.0;60.840.055/0001-31;5497507000;2021.1T;5497507000;1906170000;13585000;1021468000;1035053000;722333000;63835000;3591337000;1348076000;2456552000;3804628000;2769575000;1692879000;893808000;-606550000;287258000;-88760000;198498000;-30730000;-49156000.0;167768000;118612000;156795000;0;315654796;315654796;0;2021;1
1.0;1.0;08.312.229/0001-73;4798961000;2021.1T;4798961000;2263672000;57307000;1011275000;1068582000;277884000;878033000;2535289000;363277000;224440000;587717000;-480865000;4211244000;194969000;-112177000;82792000;-46148000;36644000;44630000;-5069000.0;81274000;76205000;0;0;220989103;220989103;0;2021;1
2.0;1.0;07.526.557/0001-00;133417831000;2021.1T;133417831000;37059861000;17286068000;2049628000;19335696000;3357889000;9698229000;96357970000;31880721000;17906715000;49787436000;30451740000;83630395000;16639761000;-7945330000;8694431000;-4714723000;3979708000;-1064300000;-182097000.0;2915408000;2733311000;41160000;0;15750216851;15750216851;0;2021;1
1.0;1.0;33.000.167/0001-01;998283000000;2021.1T;998283000000;153972000000;68155000000;3299000000;71454000000;13432000000;39730000000;844311000000;124469000000;553569000000;678038000000;606584000000;320245000000;86174000000;-42141000000;44033000000;-10129000000;33904000000;-30748000000;-1880000000.0;3156000000;1276000000;14000000;0;13044496930;7442454142;5602042788;2021;1
1.0;1.0;67.620.377/0001-14;18202492000;2021.1T;18202492000;12343346000;4879083000;1531049000;6410132000;2631712000;1345068000;5859146000;6485612000;10703044000;17188656000;10778524000;1013836000;5803374000;-4859449000;943925000;-552006000;391919000;-120982000;-11391000.0;270937000;259546000;0;0;607283407;607283407;0;2021;1
1.0;1.0;92.690.783/0001-09;69618690000;2021.1T;69618690000;27803304000;4241931000;4309646000;8551577000;5137405000;11956742000;41815386000;11388387000;21945050000;33333437000;24781860000;36285253000;16342984000;-12546075000;3796909000;-249577000;3547332000;-262606000;-816635000.0;3284726000;2468091000;0;0;1087243204;365111201;722132003;2021;1
2.0;1.0;89.637.490/0001-45;38583400000;2021.1T;38583400000;13351011000;7014310000;1517091000;8531401000;2451445000;1474757000;25232389000;4569553000;30229613000;34799166000;26267765000;3784234000;3466547000;-2347250000;1119297000;-438513000;680784000;-203109000;-56967000.0;477675000;420708000;0;0;5617892756;2081728595;3536164161;2021;1
1.0;1.0;02.429.144/0001-93;52067880000;2021.1T;52067880000;14417057000;4618910000;948806000;5567716000;5027956000;110216000;37650823000;14582519000;22306893000;36889412000;31321696000;15178468000;8288125000;-6358820000;1929305000;-387246000;1542059000;-121044000;-459778000.0;1421015000;961237000;0;0;1152254440;1152254440;0;2021;1
2.0;1.0;04.423.567/0001-21;16402100000;2021.1T;16402100000;2755582000;1464233000;599610000;2063843000;318965000;232692000;13646518000;880608000;7450696000;8331304000;6267461000;8070796000;951352000;-580262000;371090000;-77040000;294050000;-41000000;-50139000.0;253050000;202911000;0;0;1283339183;1283339183;0;2021;1
1.0;1.0;89.096.457/0001-55;9108328000;2021.1T;9108328000;4700400000;1597610000;0;1597610000;201012000;1657049000;4407928000;2928588000;2794808000;5723396000;4125786000;3384932000;1565380000;-868018000;697362000;-92125000;605237000;-33805000;-194628000.0;571432000;376804000;0;0;190595000;190595000;0;2021;1
1.0;1.0;16.670.085/0001-55;20311477000;2021.1T;20311477000;5041850000;1820800000;1619266000;3440066000;1075057000;0;15269627000;4423403000;9412418000;13835821000;10395755000;6475656000;2797122000;-1729858000;1067264000;-358928000;708336000;-22236000;-203844000.0;686100000;482256000;0;63739000;758466670;758466670;0;2021;1
1.0;1.0;60.894.730/0001-05;31865269000;2021.1T;31865269000;13678033000;4004384000;596719000;4601103000;3231783000;4850314000;18187236000;4509443000;9346595000;13856038000;9254935000;18009231000;7065832000;-4602450000;2463382000;-301118000;2162264000;-375741000;-581626000.0;1786523000;1204897000;0;0;1253079108;705260684;547818424;2021;1
1.0;1.0;02.387.241/0001-60;41502578000;2021.1T;41502578000;7096948000;3724605000;0;3724605000;614568000;257774000;34405630000;3688190000;22366957000;26055147000;22330542000;15447431000;1745952000;-1218842000;527110000;-122629000;404481000;-204882000;-25043000.0;199599000;174556000;926000;0;1854158791;1854158791;0;2021;1
1.0;1.0;17.155.730/0001-64;53011054000;2021.1T;53011054000;14666045000;3332411000;2240626000;5573037000;4549058000;0;38345009000;9057956000;26053271000;35111227000;29538190000;17899827000;7110741000;-5327917000;1782824000;-175926000;1606898000;-1265220000;80673000.0;341678000;422351000;0;0;1693362068;566036634;1127325434;2021;1
2.0;1.0;42.150.391/0001-70;94070249000;2021.1T;94070249000;39694313000;12493422000;3878457000;16371879000;7467694000;11939115000;54375936000;33428166000;62132144000;95560310000;79188431000;-1490061000;22692168000;-15454198000;7237970000;-498090000;6739880000;-3463348000;-862781000.0;3276532000;2413751000;0;0;797207834;451668652;345539182;2021;1
1.0;1.0;33.042.730/0001-04;79440123000;2021.2T;79440123000;38801277000;21756753000;3564127000;25320880000;5308206000;7050184000;40638846000;18963270000;35380738000;54344008000;29023128000;25096115000;15391573000;-7111092000;8280481000;-1171899000;7108582000;-339051000;-1256871000.0;6769531000;5512660000;0;0;1387524047;1387524047;0;2021;2
1.0;1.0;07.859.971/0001-30;15184963000;2021.2T;15184963000;2252478000;719541000;0;719541000;154202000;0;12932485000;1120353000;7685844000;8806197000;8086656000;6378766000;904321000;-131497000;772824000;242225000;1015049000;-173138000;-144016000.0;841911000;697895000;0;0;1033496721;590714069;442782652;2021;2
3.0;1.0;53.113.791/0001-22;7603199000;2021.2T;7603199000;3175682000;802260000;288095000;1090355000;1922045000;0;4427517000;2723952000;2156034000;4879986000;3789631000;2723213000;763375000;-243016000;520359000;-393217000;127142000;-12569000;-35930000.0;114573000;78643000;0;0;617183181;617183181;0;2021;2
1.0;1.0;33.256.439/0001-39;35973179000;2021.2T;35973179000;17681461000;2860287000;3355993000;6216280000;4479080000;4888796000;18291718000;10053056000;15871306000;25924362000;19708082000;10048817000;28526054000;-27030286000;1495768000;-1456402000;39366000;-2755000;-54854000.0;36611000;-18243000;0;0;1115151608;1115151608;0;2021;2
2.0;1.0;50.746.577/0001-15;78973555000;2021.2T;78973555000;19127182000;8567450000;0;8567450000;2447515000;1077566000;59846373000;9820134000;47050510000;56870644000;48303194000;22102911000;6558109000;-4940287000;1617822000;55825000;1673647000;-214744000;-263785000.0;1458903000;1195118000;0;0;1874070932;1874070932;0;2021;2
1.0;1.0;16.404.287/0001-55;103307588000;2021.2T;103307588000;21799292000;8585570000;2448267000;11033837000;3979086000;4404865000;81508296000;7378131000;81341965000;88720096000;77686259000;14587492000;9844439000;-4777655000;5066784000;139703000;5206487000;9742584000;-4912372000.0;14949071000;10036699000;0;0;1361263584;1361263584;0;2021;2
1.0;1.0;09.346.601/0001-25;49530810000;2021.2T;49530810000;19873683000;2065184000;16274057000;18339241000;391166000;0;29657127000;12507996000;14318713000;26826709000;8487468000;22704101000;2417694000;0;2417694000;-748058000;1669636000;132086000;-608411000.0;1801722000;1193311000;0;0;6099000000;6099000000;0;2021;2
1.0;1.0;07.689.002/0001-89;51729369000;2021.2T;51729369000;29659739000;6759120000;5466246000;12225366000;1052451000;11580104000;22069630000;14287130000;23007320000;37294450000;25069084000;14434919000;5922830000;-4848047000;1074783000;-336635000;738148000;-323276000;29996000.0;414872000;444868000;0;0;740465044;740465044;0;2021;2
2.0;1.0;00.001.180/0001-26;181081007000;2021.2T;181081007000;50101071000;4737599000;19079494000;23817093000;5726799000;957696000;130979936000;25742920000;79820106000;105563026000;81745933000;75517981000;7959252000;-3379281000;4579971000;-1751291000;2828680000;521424000;-820180000.0;3350104000;2529924000;0;0;1568930910;1288842596;280088314;2021;2
2.0;1.0;61.079.117/0001-05;5067044000;2021.2T;5067044000;2699349000;867113000;0;867113000;799681000;839874000;2367695000;1303770000;532315000;1836085000;968972000;3230959000;1095318000;-483118000;612200000;-428807000;183393000;-44622000;-19085000.0;138771000;105609000;0;0;588062222;302010689;286051533;2021;2
1.0;1.0;84.429.695/0001-11;21411835000;2021.2T;21411835000;13990900000;3275927000;546300000;3822227000;3660880000;4846993000;7420935000;7407489000;1682133000;9089622000;5267395000;12322213000;5748206000;-4001699000;1746507000;-480535000;1265972000;139906000;-253477000.0;1405878000;1152401000;0;0;4197317998;4197317998;0;2021;2
1.0;1.0;08.807.432/0001-10;9641205000;2021.2T;9641205000;3075841000;1212307000;755078000;1967385000;964783000;0;6565364000;1977231000;4402058000;6379289000;4411904000;3261916000;1160644000;-501207000;659437000;-465128000;194309000;-77240000;-604000.0;117069000;116465000;0;0;309088851;309088851;0;2021;2
1.0;1.0;97.837.181/0001-47;11890124000;2021.2T;11890124000;4219333000;1326340000;0;1326340000;1429536000;1167105000;7670791000;2518299000;3716235000;6234534000;4908194000;5655590000;1974129000;-1253644000;720485000;187184000;907669000;143013000;-334082000.0;1050682000;716600000;0;0;760962951;760962951;0;2021;2
2.0;1.0;00.864.214/0001-06;48023456000;2021.2T;48023456000;11995876000;1193452000;2958566000;4152018000;4157592000;153899000;36027580000;9607304000;29161090000;38768394000;34616376000;9255062000;6100748000;-4787851000;1312897000;-236173000;1076724000;-118899000;-257290000.0;957825000;749002000;0;0;1814642740;756010104;1058632636;2021;2
1.0;1.0;03.220.438/0001-73;43501276000;2021.2T;43501276000;15745207000;4205024000;3916445000;8121469000;6222299000;95942000;27756069000;7977453000;23002756000;30980209000;22858740000;12521067000;4554686000;-3029966000;1524720000;-438377000;1086343000;-308232000;-146102000.0;778111000;632009000;0;0;1010539585;1010539585;0;2021;2
2.0;1.0;10.629.105/0001-68;10504500000;2021.2T;10504500000;5517215000;3381619000;1135096000;4516715000;329548000;382438000;4987285000;905094000;4177649000;5082743000;566028000;5421757000;1022837000;-468563000;554274000;-132854000;421420000;140421000;-140939000.0;561841000;420902000;0;0;882646385;882646385;0;2021;2
2.0;1.0;02.800.026/0001-40;29628230000;2021.2T;29628230000;8303010000;1205161000;2193742000;3398903000;1706597000;448855000;21325220000;4388836000;11128102000;15516938000;12118035000;14111292000;1152559000;-397055000;755504000;-732940000;22564000;-152667000;47795000.0;-130103000;-106609000;0;0;1876606210;1876606210;0;2021;2
1.0;1.0;33.611.500/0001-19;66892047000;2021.2T;66892047000;28314439000;3026228000;2611586000;5637814000;5785443000;13801156000;38577608000;10975779000;19775893000;30751672000;25113858000;36140375000;19130116000;-13715929000;5414187000;148507000;5562694000;57880000;-1686097000.0;5620574000;3934477000;0;0;1719658728;573627483;1146031245;2021;2
1.0;1.0;02.558.157/0001-62;113738573000;2021.2T;113738573000;24258118000;8412621000;22275000;8434896000;7921107000;675624000;89480455000;23408437000;21560441000;44968878000;36533982000;68769695000;10649481000;-6004595000;4644886000;-2868045000;1776841000;-157351000;-274545000.0;1619490000;1344945000;0;0;1690984923;1690984923;0;2021;2
1.0;1.0;60.840.055/0001-31;5319636000;2021.2T;5319636000;1469548000;35433000;570835000;606268000;710160000;71514000;3850088000;1481018000;2080280000;3561298000;2955030000;1758338000;932066000;-673822000;258244000;-129394000;128850000;-36212000;-27143000.0;92638000;65495000;0;0;315654796;315654796;0;2021;2
1.0;1.0;08.312.229/0001-73;4888118000;2021.2T;4888118000;2325359000;77252000;983283000;1060535000;284982000;929895000;2562759000;315209000;218070000;533279000;-527256000;4354839000;288747000;-157200000;131547000;-25352000;106195000;46367000;-6754000.0;152562000;145808000;0;0;220989103;220989103;0;2021;2
2.0;1.0;07.526.557/0001-00;124440135000;2021.2T;124440135000;32705666000;13269346000;1245607000;14514953000;3702153000;9583373000;91734469000;28791526000;15546803000;44338329000;29823376000;80101806000;15711141000;-7965269000;7745872000;-3851489000;3894383000;-277298000;-687504000.0;3617085000;2929581000;0;0;15750216851;15750216851;0;2021;2
1.0;1.0;33.000.167/0001-01;941447000000;2021.2T;941447000000;151539000000;49126000000;3013000000;52139000000;22381000000;36038000000;789908000000;115929000000;463128000000;579057000000;526918000000;362390000000;110710000000;-53705000000;57005000000;-4824000000;52181000000;10776000000;-19916000000.0;62957000000;43041000000;0;0;13044496930;7442454142;5602042788;2021;2
1.0;1.0;67.620.377/0001-14;17627666000;2021.2T;17627666000;12061519000;4767588000;1574365000;6341953000;2309650000;1384450000;5566147000;7504130000;9700611000;17204741000;10862788000;422925000;6287817000;-5244526000;1043291000;-583383000;459908000;-322271000;-20967000.0;137637000;116670000;0;0;607283407;607283407;0;2021;2
1.0;1.0;92.690.783/0001-09;68483413000;2021.2T;68483413000;29892697000;3026287000;4162262000;7188549000;5785443000;13801156000;38590716000;10979367000;19770008000;30749375000;23560826000;37734038000;19130116000;-13715929000;5414187000;145075000;5559262000;69858000;-1688125000.0;5629120000;3940995000;0;0;1087243204;365111201;722132003;2021;2
2.0;1.0;89.637.490/0001-45;38280207000;2021.2T;38280207000;12967285000;6510101000;1740234000;8250335000;2498094000;1612234000;25312922000;4646129000;27317654000;31963783000;23713448000;6316424000;4075553000;-2266108000;1809445000;-511442000;1298003000;-207046000;-372201000.0;1090957000;718756000;0;0;5617892756;2081728595;3536164161;2021;2
1.0;1.0;02.429.144/0001-93;56131409000;2021.2T;56131409000;11432989000;2738478000;283106000;3021584000;5079884000;119097000;44698420000;12459445000;28290972000;40750417000;37728833000;15380992000;8812807000;-6733243000;2079564000;-456729000;1622835000;-9257000;-487525000.0;1613578000;1126053000;0;0;1152254440;1152254440;0;2021;2
2.0;1.0;04.423.567/0001-21;16759157000;2021.2T;16759157000;2650326000;1175463000;578445000;1753908000;520515000;224893000;14108831000;976992000;7583201000;8560193000;6806285000;8198964000;962544000;-577578000;384966000;-156526000;228440000;-49829000;-60246000.0;178611000;118365000;0;0;1283339183;1283339183;0;2021;2
1.0;1.0;89.096.457/0001-55;10248415000;2021.2T;10248415000;4723424000;1270308000;0;1270308000;283000000;1217472000;5524991000;2546371000;3725211000;6271582000;5001274000;3976833000;1687896000;-895667000;792229000;-72338000;719891000;-68834000;-203817000.0;651057000;447240000;0;0;190595000;190595000;0;2021;2
1.0;1.0;16.670.085/0001-55;21426566000;2021.2T;21426566000;5623180000;497529000;3602384000;4099913000;1109440000;0;15803386000;4400134000;10162995000;14563129000;10463216000;6863437000;2695708000;-1696191000;999517000;-326250000;673267000;-45882000;-179483000.0;627385000;447902000;0;0;758466670;758466670;0;2021;2
1.0;1.0;60.894.730/0001-05;36457494000;2021.2T;36457494000;18234043000;3748010000;2305303000;6053313000;3654969000;6029160000;18223451000;5377667000;8599084000;13976751000;7923438000;22480743000;9596269000;-5953981000;3642288000;1182826000;4825114000;1332266000;-1614171000.0;6157380000;4543209000;0;0;1253079108;705260684;547818424;2021;2
1.0;1.0;02.387.241/0001-60;42718600000;2021.2T;42718600000;8035691000;4794875000;0;4794875000;642600000;277261000;34682909000;3765125000;23188568000;26953693000;22158818000;15764907000;2215892000;-1372948000;842944000;-102500000;740444000;-350984000;-75069000.0;389460000;314391000;0;0;1854158791;1854158791;0;2021;2
1.0;1.0;17.155.730/0001-64;53839254000;2021.2T;53839254000;14893762000;2661596000;3468420000;6130016000;4425074000;0;38945492000;9547297000;24445949000;33993246000;27863230000;19846008000;7353982000;-5897187000;1456795000;891662000;2348457000;478528000;-880346000.0;2826985000;1946639000;0;0;1693362068;566036634;1127325434;2021;2
2.0;1.0;42.150.391/0001-70;87934078000;2021.2T;87934078000;39039439000;9765013000;3805397000;13570410000;8767863000;12708055000;48894639000;31043006000;49724125000;80767131000;67196721000;7166947000;26421465000;-16608900000;9812565000;-749472000;9063093000;957419000;-2458551000.0;10020512000;7561961000;0;0;797207834;451668652;345539182;2021;2
1.0;1.0;33.042.730/0001-04;76072001000;2021.3T;76072001000;33609000000;15255105000;3190589000;18445694000;3242438000;10038794000;42463001000;22192748000;30577158000;52769906000;34324212000;23302095000;10246173000;-5941522000;4304651000;-625288000;3679363000;-943426000;-1411285000.0;2735937000;1324652000;0;0;1387524047;1387524047;0;2021;3
1.0;1.0;07.859.971/0001-30;16104988000;2021.3T;16104988000;2520585000;967879000;0;967879000;209418000;0;13584403000;1238042000;7941117000;9179159000;8211280000;6925829000;942321000;-195024000;747297000;108915000;856212000;-230358000;-88965000.0;625854000;536889000;0;0;1033496721;590714069;442782652;2021;3
3.0;1.0;53.113.791/0001-22;9425288000;2021.3T;9425288000;4953791000;2325886000;427131000;2753017000;2033366000;0;4471497000;3083473000;2154057000;5237530000;2484513000;4187758000;854538000;-272847000;581691000;-462362000;119329000;-32320000;1911000.0;87009000;88920000;0;0;617183181;617183181;0;2021;3
1.0;1.0;33.256.439/0001-39;37372335000;2021.3T;37372335000;18342912000;2826300000;2914869000;5741169000;4733791000;5574224000;19029423000;10345230000;16842135000;27187365000;21446196000;10184970000;31911126000;-30112185000;1798941000;-1236662000;562279000;-296013000;107991000.0;266266000;374257000;0;0;1115151608;1115151608;0;2021;3
2.0;1.0;50.746.577/0001-15;90876732000;2021.3T;90876732000;26937492000;15628197000;0;15628197000;2750491000;1215326000;63939240000;9222328000;55418392000;64640720000;49012523000;26236012000;6890471000;-4957086000;1933385000;2564728000;4498113000;-1057397000;-82696000.0;3440716000;3358020000;0;0;1874070932;1874070932;0;2021;3
1.0;1.0;16.404.287/0001-55;113383292000;2021.3T;113383292000;29686031000;13461967000;5228075000;18690042000;4577069000;4652459000;83697261000;8946413000;90818033000;99764446000;81074404000;13618846000;10761855000;-5299911000;5461944000;-849402000;4612542000;-7765377000;2193460000.0;-3152835000;-959375000;0;0;1361263584;1361263584;0;2021;3
1.0;1.0;09.346.601/0001-25;54807451000;2021.3T;54807451000;25600841000;3777045000;20196891000;23973936000;369466000;0;29206610000;15654356000;16561392000;32215748000;8241812000;22591703000;2513222000;-258519000;2254703000;-705538000;1549165000;20524000;-393592000.0;1569689000;1176097000;0;0;6099000000;6099000000;0;2021;3
1.0;1.0;07.689.002/0001-89;56475681000;2021.3T;56475681000;32744254000;8685830000;4652188000;13338018000;1147852000;12537692000;23731427000;16065981000;25134777000;41200758000;27862740000;15274923000;5010382000;-4063607000;946775000;-793734000;153041000;-286823000;-104270000.0;-133782000;-238052000;0;0;740465044;740465044;0;2021;3
2.0;1.0;00.001.180/0001-26;193255081000;2021.3T;193255081000;45209072000;5774934000;18551266000;24326200000;4401187000;1016016000;148046009000;26600098000;90221846000;116821944000;92495744000;76433137000;9956628000;-866434000;9090194000;-3997655000;5092539000;-1059419000;-3068559000.0;4033120000;964561000;0;0;1568930910;1288842596;280088314;2021;3
2.0;1.0;61.079.117/0001-05;5337624000;2021.3T;5337624000;3010843000;914682000;0;914682000;850306000;971391000;2326781000;1413976000;525264000;1939240000;1024558000;3398384000;1062941000;-537583000;525358000;-366071000;159287000;24991000;-29041000.0;184278000;157715000;0;0;588062222;302010689;286051533;2021;3
1.0;1.0;84.429.695/0001-11;22500301000;2021.3T;22500301000;14743151000;2396415000;545946000;2942361000;4349461000;5619084000;7757150000;7533439000;1827090000;9360529000;6418168000;13139772000;6198243000;-4411429000;1786814000;-772773000;1014041000;3725000;-185534000.0;1017766000;832232000;0;0;4197317998;4197317998;0;2021;3
1.0;1.0;08.807.432/0001-10;9927807000;2021.3T;9927807000;3010862000;1057417000;840494000;1897911000;939943000;0;6916945000;2497570000;4083726000;6581296000;4683385000;3346511000;1098059000;-501270000;596789000;-431244000;165545000;-103095000;10381000.0;62450000;72831000;0;0;309088851;309088851;0;2021;3
1.0;1.0;97.837.181/0001-47;12470872000;2021.3T;12470872000;4571755000;1406024000;0;1406024000;1588502000;1251370000;7899117000;2684248000;3771529000;6455777000;5049753000;6015095000;2177147000;-1425286000;751861000;-339822000;412039000;-8052000;-148651000.0;403987000;255336000;0;0;760962951;760962951;0;2021;3
2.0;1.0;00.864.214/0001-06;51692657000;2021.3T;51692657000;13971790000;753733000;3630808000;4384541000;5063506000;139655000;37720867000;10919128000;30929054000;41848182000;37463641000;9844475000;7796981000;-6082270000;1714711000;-268584000;1446127000;-348219000;-234031000.0;1097908000;863877000;0;0;1814642740;756010104;1058632636;2021;3
1.0;1.0;03.220.438/0001-73;55563843000;2021.3T;55563843000;19718254000;3778086000;5842542000;9620628000;8294543000;141925000;35845589000;12216041000;29460885000;41676926000;32056298000;13886917000;7488836000;-5759055000;1729781000;-580447000;1149334000;-445953000;887999000.0;703381000;1591380000;0;0;1010539585;1010539585;0;2021;3
2.0;1.0;10.629.105/0001-68;11445166000;2021.3T;11445166000;5463662000;1948979000;2577231000;4526210000;291783000;384679000;5981504000;1225154000;4533092000;5758246000;1232036000;5686920000;939517000;-453256000;486261000;-54533000;431728000;-264307000;-70317000.0;167421000;97104000;0;0;882646385;882646385;0;2021;3
2.0;1.0;02.800.026/0001-40;28898621000;2021.3T;28898621000;7843675000;1133247000;2035003000;3168250000;1640957000;425951000;21054946000;5095707000;10077040000;15172747000;12004497000;13725874000;1022437000;-484119000;538318000;-631836000;-93518000;-165158000;43091000.0;-258676000;-385537000;0;0;1876606210;1876606210;0;2021;3
1.0;1.0;33.611.500/0001-19;75362167000;2021.3T;75362167000;35456768000;3976077000;4454507000;8430584000;6416155000;15653770000;39905399000;13155055000;20908708000;34063763000;25633179000;41298404000;21317057000;-14897908000;6419149000;969616000;7388765000;77579000;-1872403000.0;7466344000;5593941000;0;0;1719658728;573627483;1146031245;2021;3
